date,t1,t2,tm_1_score,tm_2_score,tm_1_win
2021-06-19 00:00:00,SUBLINERS,HERETICS,3,2,True
2021-07-09 00:00:00,SUBLINERS,THIEVES,2,3,False
2021-07-11 00:00:00,SUBLINERS,TEXAS,0,3,False
2021-05-01 00:00:00,SUBLINERS,SURGE,3,0,True
2021-05-06 00:00:00,SUBLINERS,TEXAS,3,1,True
2021-05-08 00:00:00,SUBLINERS,THIEVES,3,1,True
2021-05-15 00:00:00,SUBLINERS,HERETICS,3,0,True
2021-05-29 00:00:00,GUERRILLAS,SUBLINERS,1,3,False
2021-03-05 00:00:00,TEXAS,SUBLINERS,3,0,True
2021-03-06 00:00:00,HERETICS,SUBLINERS,2,3,False
2021-03-07 00:00:00,GUERRILLAS,SUBLINERS,1,3,False
2021-03-07 00:00:00,SUBLINERS,TEXAS,3,0,True
2021-03-21 00:00:00,THIEVES,SUBLINERS,2,3,False
2021-03-26 00:00:00,SUBLINERS,GUERRILLAS,3,1,True
2020-07-17 00:00:00,SUBLINERS,GUERRILLAS,3,0,True
2020-08-20 00:00:00,SUBLINERS,RØKKR,3,1,True
2020-08-21 00:00:00,TEXAS,SUBLINERS,3,2,True
2021-02-13 00:00:00,SUBLINERS,THIEVES,0,3,False
2021-02-25 00:00:00,SUBLINERS,RØKKR,3,0,True
2020-06-19 00:00:00,THIEVES,SUBLINERS,1,3,False
2020-07-11 00:00:00,SUBLINERS,RØKKR,3,1,True
2020-06-21 00:00:00,HERETICS,SUBLINERS,3,2,True
2020-07-11 00:00:00,TEXAS,SUBLINERS,3,2,True
2024-03-23 00:00:00,RAVENS,SUBLINERS,0,3,False
2024-04-14 00:00:00,SURGE,RAVENS,3,2,True
2024-04-19 00:00:00,RAVENS,SUBLINERS,3,2,True
2024-04-21 00:00:00,RAVENS,GUERRILLAS,3,0,True
2024-04-26 00:00:00,THIEVES,RAVENS,3,2,True
2024-04-27 00:00:00,ULTRA,RAVENS,3,1,True
2020-05-23 00:00:00,RØKKR,TEXAS,0,3,False
2020-02-23 00:00:00,TEXAS,HERETICS,2,3,False
2020-07-24 00:00:00,SURGE,TEXAS,1,3,False
2021-02-25 00:00:00,GUERRILLAS,TEXAS,1,3,False
2021-04-09 00:00:00,SURGE,TEXAS,1,3,False
2021-05-28 00:00:00,RØKKR,TEXAS,0,3,False
2021-07-24 00:00:00,TEXAS,THIEVES,2,3,False
2022-02-06 00:00:00,TEXAS,RØKKR,2,3,False
2022-04-01 00:00:00,TEXAS,SURGE,0,3,False
2022-08-06 00:00:00,SURGE,TEXAS,3,1,True
2023-01-20 00:00:00,SURGE,TEXAS,2,3,False
2023-02-26 00:00:00,RØKKR,TEXAS,0,3,False
2023-04-23 00:00:00,THIEVES,TEXAS,3,1,True
2022-06-03 00:00:00,TEXAS,HERETICS,2,3,False
2023-05-20 00:00:00,HERETICS,TEXAS,0,3,False
2024-01-19 00:00:00,TEXAS,HERETICS,0,3,False
2024-02-18 00:00:00,THIEVES,TEXAS,0,3,False
2024-03-21 00:00:00,HERETICS,TEXAS,0,3,False
2024-04-19 00:00:00,SURGE,TEXAS,0,3,False
2024-04-28 00:00:00,TEXAS,HERETICS,3,1,True
2024-05-04 00:00:00,GUERRILLAS,TEXAS,1,3,False
2024-02-23 00:00:00,RØKKR,TEXAS,2,3,False
2024-03-23 00:00:00,ULTRA,TEXAS,1,3,False
2024-02-24 00:00:00,GUERRILLAS,TEXAS,1,3,False
2024-03-10 00:00:00,TEXAS,ULTRA,3,2,True
2023-05-25 00:00:00,HERETICS,TEXAS,3,0,True
2023-05-26 00:00:00,THIEVES,TEXAS,3,0,True
2023-06-17 00:00:00,TEXAS,SURGE,2,3,False
2023-12-10 00:00:00,RØKKR,TEXAS,1,3,False
2023-12-15 00:00:00,TEXAS,SURGE,3,1,True
2023-04-23 00:00:00,TEXAS,THIEVES,2,4,False
2023-05-13 00:00:00,SURGE,TEXAS,0,3,False
2023-05-14 00:00:00,ULTRA,TEXAS,1,3,False
2023-03-11 00:00:00,TEXAS,HERETICS,3,1,True
2023-03-11 00:00:00,TEXAS,SURGE,3,1,True
2023-02-02 00:00:00,THIEVES,TEXAS,2,3,False
2023-01-21 00:00:00,ULTRA,TEXAS,1,3,False
2023-03-12 00:00:00,TEXAS,ULTRA,2,4,False
2023-02-04 00:00:00,RØKKR,TEXAS,3,0,True
2023-02-05 00:00:00,TEXAS,THIEVES,1,3,False
2023-02-18 00:00:00,TEXAS,GUERRILLAS,3,2,True
2023-02-24 00:00:00,ULTRA,TEXAS,3,0,True
2022-12-02 00:00:00,TEXAS,RØKKR,1,3,False
2022-12-11 00:00:00,THIEVES,TEXAS,3,1,True
2022-12-04 00:00:00,TEXAS,HERETICS,3,0,True
2022-12-15 00:00:00,HERETICS,TEXAS,2,3,False
2022-12-15 00:00:00,TEXAS,ULTRA,0,3,False
2022-12-16 00:00:00,TEXAS,HERETICS,2,3,False
2022-06-03 00:00:00,TEXAS,GUERRILLAS,3,0,True
2022-06-05 00:00:00,TEXAS,THIEVES,1,3,False
2022-07-15 00:00:00,RØKKR,TEXAS,2,3,False
2022-07-17 00:00:00,ULTRA,TEXAS,2,3,False
2022-08-04 00:00:00,ULTRA,TEXAS,2,3,False
2022-08-05 00:00:00,TEXAS,THIEVES,0,3,False
2022-04-02 00:00:00,RØKKR,TEXAS,1,3,False
2022-04-02 00:00:00,TEXAS,THIEVES,3,2,True
2022-04-03 00:00:00,TEXAS,HERETICS,1,3,False
2022-05-14 00:00:00,HERETICS,TEXAS,0,3,False
2022-05-29 00:00:00,THIEVES,TEXAS,0,3,False
2022-05-13 00:00:00,TEXAS,GUERRILLAS,3,0,True
2022-02-18 00:00:00,TEXAS,ULTRA,3,0,True
2022-03-04 00:00:00,TEXAS,SURGE,3,0,True
2022-03-19 00:00:00,HERETICS,TEXAS,0,3,False
2022-03-13 00:00:00,TEXAS,THIEVES,3,2,True
2022-03-18 00:00:00,TEXAS,SURGE,3,1,True
2021-08-01 00:00:00,TEXAS,SURGE,3,2,True
2022-03-26 00:00:00,TEXAS,GUERRILLAS,3,0,True
2021-07-31 00:00:00,TEXAS,ULTRA,2,3,False
2021-08-02 00:00:00,ULTRA,TEXAS,3,1,True
2021-08-20 00:00:00,TEXAS,HERETICS,3,1,True
2021-08-21 00:00:00,ULTRA,TEXAS,3,1,True
2022-01-22 00:00:00,TEXAS,THIEVES,1,3,False
2021-06-10 00:00:00,SURGE,TEXAS,3,2,True
2021-06-14 00:00:00,THIEVES,TEXAS,1,3,False
2021-06-19 00:00:00,TEXAS,SURGE,3,2,True
2021-06-19 00:00:00,TEXAS,RØKKR,3,1,True
2021-04-24 00:00:00,TEXAS,SURGE,3,0,True
2021-05-02 00:00:00,TEXAS,THIEVES,1,3,False
2021-05-16 00:00:00,HERETICS,TEXAS,0,3,False
2021-05-15 00:00:00,GUERRILLAS,TEXAS,1,3,False
2021-04-11 00:00:00,TEXAS,RØKKR,2,3,False
2021-02-28 00:00:00,HERETICS,TEXAS,1,3,False
2021-03-07 00:00:00,THIEVES,TEXAS,1,3,False
2021-03-25 00:00:00,TEXAS,RØKKR,0,3,False
2021-03-28 00:00:00,TEXAS,HERETICS,0,3,False
2021-04-01 00:00:00,SURGE,TEXAS,0,3,False
2020-07-25 00:00:00,THIEVES,TEXAS,3,1,True
2020-08-23 00:00:00,TEXAS,THIEVES,3,2,True
2020-06-14 00:00:00,TEXAS,GUERRILLAS,2,3,False
2020-04-12 00:00:00,TEXAS,HERETICS,1,3,False
2020-06-13 00:00:00,HERETICS,TEXAS,3,2,True
2020-04-10 00:00:00,TEXAS,RØKKR,3,0,True
2020-04-12 00:00:00,RØKKR,HERETICS,1,3,False
2020-06-13 00:00:00,GUERRILLAS,HERETICS,1,3,False
2020-07-25 00:00:00,RØKKR,HERETICS,1,3,False
2021-03-18 00:00:00,HERETICS,SURGE,1,3,False
2021-03-20 00:00:00,HERETICS,RØKKR,3,0,True
2022-02-12 00:00:00,HERETICS,THIEVES,2,3,False
2021-07-10 00:00:00,SURGE,HERETICS,1,3,False
2022-04-03 00:00:00,GUERRILLAS,HERETICS,3,2,True
2022-06-04 00:00:00,ULTRA,HERETICS,3,0,True
2022-12-09 00:00:00,HERETICS,RØKKR,1,3,False
2023-02-26 00:00:00,HERETICS,SURGE,1,3,False
2023-05-07 00:00:00,HERETICS,GUERRILLAS,3,2,True
2023-12-16 00:00:00,HERETICS,RØKKR,3,1,True
2024-03-16 00:00:00,RØKKR,HERETICS,0,3,False
2020-03-07 00:00:00,RØKKR,SURGE,3,1,True
2020-05-23 00:00:00,THIEVES,RØKKR,3,0,True
2020-05-22 00:00:00,RØKKR,THIEVES,3,2,True
2020-06-13 00:00:00,SURGE,RØKKR,3,2,True
2020-08-22 00:00:00,RØKKR,THIEVES,0,3,False
2021-02-11 00:00:00,RØKKR,THIEVES,1,3,False
2021-02-23 00:00:00,SURGE,RØKKR,0,3,False
2020-03-08 00:00:00,SURGE,RØKKR,0,3,False
2020-04-11 00:00:00,RØKKR,SURGE,3,2,True
2024-04-19 00:00:00,HERETICS,ULTRA,1,3,False
2024-04-20 00:00:00,THIEVES,HERETICS,3,2,True
2024-05-05 00:00:00,HERETICS,SURGE,3,2,True
2024-01-20 00:00:00,GUERRILLAS,HERETICS,0,3,False
2024-01-13 00:00:00,HERETICS,SURGE,2,3,False
2024-02-16 00:00:00,HERETICS,ULTRA,0,3,False
2024-02-24 00:00:00,HERETICS,THIEVES,2,3,False
2023-05-13 00:00:00,THIEVES,HERETICS,1,3,False
2023-05-27 00:00:00,RØKKR,HERETICS,3,0,True
2023-03-03 00:00:00,GUERRILLAS,HERETICS,3,2,True
2023-04-01 00:00:00,RØKKR,HERETICS,3,0,True
2023-04-07 00:00:00,HERETICS,SURGE,1,3,False
2023-04-22 00:00:00,HERETICS,ULTRA,0,3,False
2022-12-17 00:00:00,THIEVES,HERETICS,3,0,True
2023-01-14 00:00:00,HERETICS,GUERRILLAS,3,2,True
2023-01-15 00:00:00,ULTRA,HERETICS,3,1,True
2023-02-03 00:00:00,HERETICS,THIEVES,0,3,False
2022-12-10 00:00:00,HERETICS,THIEVES,3,1,True
2022-05-07 00:00:00,ULTRA,HERETICS,3,1,True
2022-05-20 00:00:00,HERETICS,GUERRILLAS,3,1,True
2022-05-21 00:00:00,RØKKR,HERETICS,3,1,True
2022-05-27 00:00:00,SURGE,HERETICS,3,1,True
2022-06-04 00:00:00,SURGE,HERETICS,3,1,True
2021-07-17 00:00:00,HERETICS,GUERRILLAS,3,1,True
2021-07-23 00:00:00,ULTRA,HERETICS,3,1,True
2021-07-24 00:00:00,RØKKR,HERETICS,3,0,True
2022-01-21 00:00:00,HERETICS,GUERRILLAS,3,1,True
2022-01-22 00:00:00,ULTRA,HERETICS,3,1,True
2022-02-13 00:00:00,ULTRA,HERETICS,3,0,True
2022-02-19 00:00:00,HERETICS,SURGE,3,0,True
2022-03-11 00:00:00,HERETICS,GUERRILLAS,3,0,True
2021-05-08 00:00:00,GUERRILLAS,HERETICS,2,3,False
2021-05-14 00:00:00,THIEVES,HERETICS,1,3,False
2021-05-27 00:00:00,HERETICS,ULTRA,3,2,True
2021-06-07 00:00:00,HERETICS,GUERRILLAS,3,1,True
2021-06-18 00:00:00,HERETICS,GUERRILLAS,3,0,True
2021-04-07 00:00:00,HERETICS,GUERRILLAS,3,0,True
2021-04-08 00:00:00,HERETICS,SURGE,1,3,False
2021-04-24 00:00:00,RØKKR,HERETICS,1,3,False
2020-08-23 00:00:00,HERETICS,THIEVES,0,3,False
2021-02-22 00:00:00,GUERRILLAS,HERETICS,1,3,False
2021-03-03 00:00:00,HERETICS,SURGE,3,1,True
2020-07-17 00:00:00,THIEVES,HERETICS,2,3,False
2020-07-19 00:00:00,HERETICS,THIEVES,3,1,True
2020-05-08 00:00:00,RØKKR,HERETICS,3,0,True
2021-04-04 00:00:00,SURGE,RØKKR,2,3,False
2021-06-06 00:00:00,RØKKR,SURGE,3,1,True
2021-08-02 00:00:00,ULTRA,RØKKR,0,3,False
2022-02-19 00:00:00,RØKKR,GUERRILLAS,3,2,True
2022-05-20 00:00:00,RØKKR,ULTRA,3,2,True
2022-12-16 00:00:00,GUERRILLAS,RØKKR,1,3,False
2023-01-29 00:00:00,RØKKR,SURGE,3,1,True
2023-03-10 00:00:00,RØKKR,THIEVES,0,3,False
2023-04-01 00:00:00,GUERRILLAS,RØKKR,1,3,False
2024-01-19 00:00:00,RØKKR,GUERRILLAS,3,0,True
2024-03-09 00:00:00,RØKKR,SURGE,3,1,True
2024-03-22 00:00:00,RØKKR,GUERRILLAS,1,3,False
2020-07-18 00:00:00,SURGE,THIEVES,1,3,False
2021-02-24 00:00:00,SURGE,THIEVES,2,3,False
2021-04-05 00:00:00,GUERRILLAS,THIEVES,3,0,True
2021-05-29 00:00:00,SURGE,THIEVES,2,3,False
2021-04-23 00:00:00,THIEVES,SURGE,3,2,True
2021-03-05 00:00:00,GUERRILLAS,THIEVES,3,0,True
2021-06-17 00:00:00,GUERRILLAS,THIEVES,3,2,True
2021-07-31 00:00:00,ULTRA,THIEVES,3,2,True
2020-07-25 00:00:00,SURGE,THIEVES,0,3,False
2020-08-19 00:00:00,THIEVES,GUERRILLAS,3,2,True
2024-04-26 00:00:00,GUERRILLAS,RØKKR,3,0,True
2024-04-27 00:00:00,RØKKR,THIEVES,3,2,True
2024-05-05 00:00:00,ULTRA,RØKKR,3,0,True
2024-01-20 00:00:00,RØKKR,SURGE,3,2,True
2024-02-18 00:00:00,ULTRA,RØKKR,3,2,True
2023-05-19 00:00:00,THIEVES,RØKKR,1,3,False
2024-03-03 00:00:00,RØKKR,THIEVES,2,3,False
2023-05-21 00:00:00,RØKKR,ULTRA,3,2,True
2023-04-20 00:00:00,RØKKR,THIEVES,1,3,False
2023-04-22 00:00:00,SURGE,RØKKR,2,3,False
2023-02-05 00:00:00,RØKKR,THIEVES,0,3,False
2023-02-18 00:00:00,SURGE,RØKKR,3,0,True
2023-03-04 00:00:00,RØKKR,THIEVES,0,3,False
2022-12-16 00:00:00,ULTRA,RØKKR,3,1,True
2023-01-22 00:00:00,GUERRILLAS,RØKKR,3,1,True
2022-06-03 00:00:00,RØKKR,THIEVES,2,3,False
2022-12-03 00:00:00,RØKKR,ULTRA,3,1,True
2022-06-04 00:00:00,ULTRA,RØKKR,3,0,True
2022-03-20 00:00:00,THIEVES,RØKKR,2,3,False
2022-03-12 00:00:00,RØKKR,ULTRA,1,3,False
2022-05-14 00:00:00,GUERRILLAS,RØKKR,0,3,False
2021-08-02 00:00:00,RØKKR,ULTRA,5,4,True
2022-05-15 00:00:00,THIEVES,RØKKR,0,3,False
2021-08-20 00:00:00,RØKKR,THIEVES,3,2,True
2021-08-22 00:00:00,ULTRA,RØKKR,3,2,True
2022-02-11 00:00:00,SURGE,RØKKR,3,2,True
2021-06-11 00:00:00,THIEVES,RØKKR,2,3,False
2021-07-11 00:00:00,ULTRA,RØKKR,3,1,True
2021-07-09 00:00:00,GUERRILLAS,RØKKR,1,3,False
2021-07-15 00:00:00,RØKKR,SURGE,3,0,True
2021-05-06 00:00:00,GUERRILLAS,RØKKR,2,3,False
2022-01-23 00:00:00,ULTRA,THIEVES,3,2,True
2022-03-25 00:00:00,THIEVES,GUERRILLAS,2,3,False
2022-06-05 00:00:00,ULTRA,THIEVES,3,1,True
2022-07-16 00:00:00,THIEVES,ULTRA,3,0,True
2023-02-04 00:00:00,ULTRA,THIEVES,0,3,False
2022-12-16 00:00:00,SURGE,THIEVES,3,1,True
2023-04-01 00:00:00,THIEVES,SURGE,3,1,True
2023-05-27 00:00:00,ULTRA,THIEVES,3,0,True
2023-12-17 00:00:00,GUERRILLAS,THIEVES,3,0,True
2024-03-15 00:00:00,GUERRILLAS,THIEVES,1,3,False
2024-03-16 00:00:00,ULTRA,THIEVES,3,1,True
2020-05-23 00:00:00,SURGE,GUERRILLAS,1,3,False
2024-03-22 00:00:00,GUERRILLAS,THIEVES,3,1,True
2021-05-14 00:00:00,GUERRILLAS,SURGE,3,1,True
2021-07-17 00:00:00,ULTRA,SURGE,3,0,True
2021-07-25 00:00:00,GUERRILLAS,SURGE,0,3,False
2022-02-05 00:00:00,SURGE,ULTRA,3,2,True
2022-03-20 00:00:00,SURGE,GUERRILLAS,1,3,False
2022-01-23 00:00:00,ULTRA,SURGE,3,1,True
2024-01-13 00:00:00,ULTRA,THIEVES,3,1,True
2023-06-15 00:00:00,THIEVES,ULTRA,2,3,False
2023-06-16 00:00:00,SURGE,THIEVES,3,2,True
2023-12-08 00:00:00,THIEVES,SURGE,1,3,False
2023-05-06 00:00:00,ULTRA,THIEVES,3,1,True
2022-12-17 00:00:00,ULTRA,THIEVES,3,1,True
2023-01-15 00:00:00,GUERRILLAS,THIEVES,3,1,True
2023-01-20 00:00:00,THIEVES,ULTRA,0,3,False
2023-02-25 00:00:00,SURGE,THIEVES,1,3,False
2022-03-26 00:00:00,SURGE,THIEVES,3,1,True
2022-05-21 00:00:00,THIEVES,SURGE,0,3,False
2022-02-20 00:00:00,ULTRA,THIEVES,1,3,False
2022-03-03 00:00:00,THIEVES,ULTRA,2,3,False
2022-04-03 00:00:00,GUERRILLAS,SURGE,3,2,True
2022-08-06 00:00:00,SURGE,ULTRA,3,1,True
2022-12-11 00:00:00,SURGE,ULTRA,1,3,False
2023-03-09 00:00:00,GUERRILLAS,SURGE,2,3,False
2022-12-02 00:00:00,GUERRILLAS,SURGE,3,2,True
2023-04-02 00:00:00,ULTRA,SURGE,2,3,False
2024-01-12 00:00:00,SURGE,ULTRA,0,3,False
2024-03-02 00:00:00,GUERRILLAS,SURGE,0,3,False
2024-01-25 00:00:00,SURGE,ULTRA,0,3,False
2024-03-01 00:00:00,SURGE,ULTRA,0,3,False
2023-04-21 00:00:00,GUERRILLAS,SURGE,2,3,False
2021-06-10 00:00:00,GUERRILLAS,ULTRA,0,3,False
2022-02-11 00:00:00,GUERRILLAS,ULTRA,0,3,False
2022-04-01 00:00:00,GUERRILLAS,ULTRA,3,1,True
2021-07-15 00:00:00,ULTRA,GUERRILLAS,3,0,True
2023-01-28 00:00:00,GUERRILLAS,ULTRA,1,3,False
2023-02-02 00:00:00,GUERRILLAS,ULTRA,1,3,False
2023-05-05 00:00:00,SURGE,ULTRA,0,3,False
2022-05-14 00:00:00,SURGE,ULTRA,2,3,False
2023-05-20 00:00:00,GUERRILLAS,ULTRA,0,3,False
2023-12-09 00:00:00,ULTRA,GUERRILLAS,3,1,True
2024-03-23 00:00:00,GUERRILLAS,ULTRA,1,3,False
2024-04-13 00:00:00,GUERRILLAS,ULTRA,0,3,False
